advisor,author,project_format,title,year,title_word_count,title_clean
"Blair, Gwenda","Stavely, Zaidee Rose",Print,Like A Very Small Ant: An Immigrant Woman Organizer,2006,9,like small ant immigrant woman organizer
"Wald, Richard","Steele, Michele",Print,Fleeing Fear: Gay Immigrants Find Safe Haven In The United States,2006,11,fleeing fear gay immigrants find safe united states
"Stille, Alexander","Stefanini, Sara",Print,"Where Are The World'S Best And Brightest Going? With Harsh Post-9/11 Visa Restrictions, The U.S. Shut Its Doors On Foreign Scholars, Pushing Them Elsewhere. Will They Still Come?",2006,28,worlds best brightest going harsh post911 visa restrictions us shut doors foreign scholars pushing elsewhere still come
"Nasar, Sylvia","Stevens, Michael",Print,Wim Deloye: How To Earn A Living Making Art That Eats,2006,11,wim deloye earn living making art eats
"Giegerich, Stephen","Stokes, Trevor",Print,Car-Free U.S.A.,2006,2,carfree usa
"Baranauckas, Carla","Straus, Rachel",Print,Bridging The Divide: Three Former Psychiatric Patients With Criminal Histories Take On Social Work,2006,14,bridging divide three former psychiatric patients criminal histories take social work
"Spielmann, Peter","Strunsky, Steve",Print,"Courtesy Of The Red, White And Blue: Country Music And Conservatism In The Post-9/11 Era",2006,15,courtesy red white blue country music conservatism post911 era
"Cross, June","Suñol, Eduardo",Tv,Second Chance Mothers,2006,3,second chance mothers
"Isaacs, Stephen D.","Swango, Alissa",New Media,Female Genital Cutting In Nyc,2006,5,female genital cutting nyc
"Nasar, Sylvia","Swanson, Jeanene M.",Print,Navigating Solo: A Profile Of Florida'S First Female Harbor Pilot,2006,10,navigating solo profile floridas first female harbor pilot
"Cross, June","Tang, Derek",Tv,Skate Game,2006,2,skate game
"Freedman, Samuel","Taylor, Marisa",Print,Not Just For Straight Women: Domestic Violence In Same-Sex Couples,2006,10,straight women domestic violence samesex couples
"Gitlin, Todd","Temple-Raston, Dina",Print,Plausible Prejudices,2006,2,plausible prejudices
"Span, Paula","Templeton, Rachel",Print,The Messiah Of Eastern Parkway: The Deceased Rebbe And The Future Of 770,2006,13,messiah eastern parkway deceased rebbe future 770
"Benedict, Helen","Terry, Denise",Print,A New Life: Eastern European Models In New York,2006,9,life eastern european models
"Baranauckas, Carla","Thomas, Johan",Print,Crossing Over,2006,2,crossing
"Dinges, John","Thomas, Lindsay",Print,Behind Bars: Homosexual Activity In The U.S. Prison System,2006,9,behind bars homosexual activity us prison system
"Stewart, James","Törnkvist, Ann",Print,From Darfur To West 20Th Street - Where War Photography Becomes Art,2006,12,darfur west 20th street war photography becomes art
"Tucher, Andie","Trainor, Katherine Cerise",Print,The Fresh Faces Of Foster Care,2006,6,fresh faces foster care
"Giegerich, Stephen","Vacca, Diane",Print,Breaking Out: A Tale Of Three Women,2006,7,breaking tale three women
"Hickey, Neil","Van Outeren, Emilie",Print,"Who Needs God When There Is Political Lobbying? How Atheists Are Trying To Find Their Niche In New York City, Washington D.C., And The Country",2006,25,needs god political lobbying atheists trying find niche washington dc country
"Sreenivasan, Sreenath","Vieira, Karina",New Media,Spreading Their Faith: The Growth Of The Mormon Church In Harlem,2006,11,spreading faith growth mormon church harlem
"Janeway, Michael","Viswanatha, Aruna",Print,"Namaste, Reagan: How Indian-Americans Are Joining The G.O.P.",2006,8,namaste reagan indianamericans joining gop
"Freedman, Samuel","Wade, Wesley",Print,About To Strike Out? A New York City Youth'S Struggle To Overcome Academic Failure And The Justice System,2006,18,strike youths struggle overcome academic failure justice system
"Benedict, Helen","Wallace, Bruce",Print,Outlawing Slavery. Again.,2006,3,outlawing slavery
"Sreenivasan, Sreenath","Wander, Erik",Print,Until The Last Minute: A Journey Of Survival From Pyongyang To New York,2006,13,last minute journey survival pyongyang
"Coyne, Kevin","White, Michael",Print,Clams,2006,1,clams
"Lemann, Nicholas","White, Patrick",Print,The Cluster Conundrum: Inside One Group'S Fight To Save Their Community From A Cancer Cluster,2006,15,cluster conundrum inside one groups fight save community cancer cluster
"Blum, David","Wigginton, Catherine",Print,From A Billionaire To The Bronx: How Bill Gates'S Money And Small School Movement Affects One New York City High School Student,2006,22,billionaire bronx bill gatess money small school movement affects one high school student
"Lemann, Nicholas","Willhite, James",Print,Blue Money In A Red Land: Gillibrand'S Fight For District 20,2006,11,blue money red land gillibrands fight district 20
"Lipton, Rhoda","Willyerd, Scott",Tv,Young Gloves,2006,2,young gloves
"Buckley, Kevin","Winter, Jana",Print,The New Missionary Position,2006,4,missionary position
"Klatell, David","Wong, Jamie",Print,Suffering In Silence: The Psychological Cost Of War,2006,8,suffering silence psychological cost war
"Morgan, Arlene","Young, Marcie A.",Print,"Comic Book Fandom And The Survival Of The Superhero: Men, Women And The Gay Community",2006,15,comic book fandom survival superhero men women gay community
"Benedict, Helen","Zanoni, Carla",Print,"Where Have All The Hookers Gone? A Look At New York City'S Street Life After The Big ""Clean Up""",2006,19,hookers gone look citys street life big clean
Rob Norton,"Amerikaner, Andres",Print,Stacked Deck: U.S. Deportation Policy And One Man'S Struggle To Beat The System,2007,13,stacked deck us deportation policy one mans struggle beat system
Kevin Coyne,"Anderson, Charis",Print,Gotham Gridiron: The Unlikely Story Of A Football Team In Harlem,2007,11,gotham gridiron unlikely story football team harlem
Richard Wald,"Anderson, Teal",Print,Slip Or Skate: Challenges Facing Figure Skaters In New York City,2007,11,slip skate challenges facing figure skaters
Nicholas Lemann,"Andreano, Liliana",Print,Knock It Off,2007,3,knock
Robert Love,"Andrews, Erline",Print,Nurturing A Community: Restaurants An Avenue To Success For West Indian Immigrants In New York City,2007,16,nurturing community restaurants avenue success west indian immigrants
Sam Freedman,"Angel, Amanda",Print,Until The Thin Lady Sings,2007,5,thin lady sings
Ari Goldman,"Angelos, James",Print,An Orthodox Church Celebrates A New Heritage - American,2007,9,orthodox church celebrates heritage american
Sheila Coronel,"Ant, C. Onur",Print,How The Columbia University Faculty Contributed To The Cia'S Illegal Drug Tests,2007,12,columbia university faculty contributed cias illegal drug tests
"Cohen, Rich","Araujo, Lia",Print,Welcome: The Story Of A Nun Devoted To Helping The Illegal Population In The Hamptons.,2007,15,welcome story nun devoted helping illegal population hamptons
Lynnell Hancock,"Bacheller, Katherine Grace",Print,Corruption In The Water,2007,4,corruption water
Lynda Richardson,"Bain, Jennifer",Print,You'Ve Had Your Last Summer: The Redevelopment Of Coney Island,2007,10,youve last summer redevelopment coney island
Mirta Ojito,"Balla, Andi",Print,"With Independence In Sight, Albanian Americans Hope To Shape Kosovo Into A Normal Country",2007,14,independence sight albanian americans hope shape kosovo normal country
Josh Friedman,"Balogova, Beata",Print,International Priests Keep Catholic Parishes Alive: The Story Of Change Within The Catholic Church In The United States,2007,18,international priests keep catholic parishes alive story change within catholic church united states
Sree Sreenivasan,"Baranetsky, Victoria",New Media,Roots And Layers: The Business And Culture Of Hair In New York City,2007,13,roots layers business culture hair
Larson Hoel,"Barber, Stefani J.",Radio,Vivir Lo Nuestro: An Afro-Latin Journey To New York,2007,9,vivir lo nuestro afrolatin journey
Kevin Coyne,"Bates, Suzanne",Print,El Jefe Vs. The King,2007,5,el jefe vs king
Michael Shapiro,"Battle, Ashley Lynn",Print,Silence In The Sanctuary: Homosexuality And The Black Church,2007,9,silence sanctuary homosexuality black church
David Blum,"Beard, Lanford",Print,Pain & Mayhem: Gotham Girls Roller Derby Skates Through Homelessness & Sophomore Growth Spurt,2007,14,pain mayhem gotham girls roller derby skates homelessness sophomore growth spurt
Paul Davies,"Berenstein, Erica E.",Print,"Mexican Dreams, American Dreams",2007,4,mexican dreams american dreams
Bruce Porter,"Berg, Teri",Print,Dog Town: K-9 Units In Post-9/11 New York City,2007,9,dog town k9 units post911
Kevin Buckley,"Beyer, Gregory",Print,"Wherefore Art Thou, Benedict?",2007,4,wherefore art thou benedict
Wayne Barrett,"Blair, Leonardo Kevin",Print,Quotas And The Nypd'S Stop-And-Frisk,2007,5,quotas nypds stopandfrisk
Mirta Ojito,"Bland, Archie",Print,The Test,2007,2,test
Sheila Coronel,"Block, Dorian",Print,Benito Fernandez: An Investigative Profile Of A New York City Developer,2007,11,benito fernandez investigative profile developer
Arlene Morgan,"Bourne-Vanneck, Allison",Print,Christian Hip Hop - The Movement,2007,6,christian hip hop movement
Cynthia Zarin,"Bragg, Chris",Print,9/11 Workers Struggle To Get Workers' Compensation,2007,7,911 workers struggle get workers compensation
Josh Friedman,"Brannen, Kate",Print,Beyond The Partition: Reforming New York City'S Taxi Industry,2007,9,beyond partition reforming citys taxi industry
Neil Hickey,"Brantley, Shartia",Print,Taking The Reins - From Foster Care To Independence,2007,9,taking reins foster care independence
"Cohen, Rich","Breitman, Rachel",Print,Teens Who Know Better: Pregnancy At One Bronx High School,2007,10,teens know better pregnancy one bronx high school
Richard Wald,"Brouwer, Chris",Tv,Dominican Dreams,2007,2,dominican dreams
Michael Shapiro,"Brown, Sarah",Print,First Flight,2007,2,first flight
Arlene Morgan,"Cahall, Aaron",Print,Critical Condition: New York Hospitals Face Problems In Preparing For Bioterror Attacks,2007,12,critical condition hospitals face problems preparing bioterror attacks
Carla Baranauckas,"Caifa, Karin M.",Print,On Deck: Is China Baseball'S Next Superpower?,2007,7,deck china baseballs next superpower
David Klatell,"Caputo, Elizabeth",Print,Bridging The Gap: How The East And The West Are Coming Together To Treat Cancer,2007,15,bridging gap east west coming together treat cancer
Bruce Porter,"Carter, Shonna Noel",Print,Howie The Harp Center Brings Hope To Former Prisoners With Mental Illness,2007,12,howie harp center brings hope former prisoners mental illness
David Blum,"Castellano, Laura",Print,"The Sibling Connection: Preserving The Relationship Between Two Biological Sisters, Separated In Foster Care",2007,14,sibling connection preserving relationship two biological sisters separated foster care
Wayne Barrett,"Castro, Melissa",Print,Tri-Rangel-Ation & Dalley-Ances: An Investigation Of Chairman Charles B. Rangel'S Trade Votes,2007,12,trirangelation dalleyances investigation chairman charles b rangels trade votes
Marguerite Holloway,"Charles, Jacoba Maria",Print,From Family To Flames And Home Again: How Household Garbage Becomes Electricity,2007,12,family flames home household garbage becomes electricity
"Sharkey, Nancy","Charnas, Dan",Print,Shocked: Birthright Unplugged Challenges Birthright Israel In An Epic Battle For The Hearts And Minds Of American Jews.,2007,18,shocked birthright unplugged challenges birthright israel epic battle hearts minds american jews
"Hochberger, Ruth","Cho, Insung",Print,Lunch Lessons: The Story Of A Gourmet School Cafeteria,2007,9,lunch lessons story gourmet school cafeteria
Robin Schatz,"Chomchuen, Warangkana",Print,Making It Legal: Gay Couples Struggle For Immigration Rights,2007,9,making legal gay couples struggle immigration rights
David Blum,"Ciras, Heather J.",Print,Cancer In A Family Tree,2007,5,cancer family tree
Carla Baranauckas,"Cirelli-Heurich, Julie",Print,The Inside Out Of Outsider Music,2007,6,inside outsider music
Ann Cooper,"Collins, Jennifer",Radio,Basketball Babies,2007,2,basketball babies
Mirta Ojito,"Corbett, Rachel",Print,Condos At The Carnival: Development Plan Feeds Nostalgia And Tourism In Coney Island,2007,13,condos carnival development plan feeds nostalgia tourism coney island
Dale Maharidge,"Corcoran, Julia",Print,Permanent Temps: Contingent Workers And The Changing Job Market,2007,9,permanent temps contingent workers changing job market
Kevin Coyne,"Correal, Annie",Print,Banking On The Canal: Why Panama Wants To Expand Its Famous Waterway,2007,12,banking canal panama wants expand famous waterway
Wayne Barrett,"Cowan, Coleman",Print,The Paper Chase: New York City Police Department'S System For Evidence Storage Keeps The Innocent In Prison,2007,17,paper chase police departments system evidence storage keeps innocent prison
Michael Shapiro,"Cox, Peter Nicholas",Print,"Northern Lights: In Roseau And Warroad, Hockey Is More Than A Game",2007,12,northern lights roseau warroad hockey game
Helen Benedict,"Dang, Michael",Print,The Red Legged Devils,2007,4,red legged devils
Betsy West,"Danner, Alexa",Tv,Hidden Addiction: Sugar And The Diabetes Crisis,2007,7,hidden addiction sugar diabetes crisis
Mirta Ojito,"Del Rey, Jason",Print,An Uncertain Life: A Police Officer'S Battle With Incurable Cancer And The Possible 9/11 Link,2007,15,uncertain life police officers battle incurable cancer possible 911 link
Ari Goldman,"Deslauriers, Jacqueline",Print,Interpreting The Language Of Diplomacy At The United Nations,2007,9,interpreting language diplomacy united nations
Gwenda Blair,"Drammeh, Joan",Print,O.A. Confidential,2007,2,oa confidential
June Cross,"Du, Wei",Tv,Bronx Disconnect,2007,2,bronx disconnect
John Dinges,"Duncan, Don",Radio,To Stay Or To Go: The Changes Shaping Irish-America Today,2007,10,stay go changes shaping irishamerica today
Helen Benedict,"Dy, Charlene",Print,The Price Of Nannyhood,2007,4,price nannyhood
Thomas Edsall,"Dye, Alexa",Print,Pedal Pushers: Inside New York City'S Marijuana Delivery Services,2007,9,pedal pushers inside citys marijuana delivery services
Paula Span,"Edelman, Adam",Print,Asexual Healing: How And Why People Are Getting Excited About Not Getting Excited,2007,13,asexual healing people getting excited getting excited
Richard Wald,"Ederer, Kerry",Print,Shopping Addiction Comes Out Of The Closet,2007,7,shopping addiction comes closet
Julianne Welby,"Elliott, Brett",Radio,Planting Churches In The Fields Of New York,2007,8,planting churches fields
"Bennet, John","Ellison, Jesse Andrews",Print,This Godless Island: The Eradication Of A Mixed-Race Community In Maine,2007,11,godless island eradication mixedrace community maine
